,body_type,co2Emissions,condition,doors,engine_size,isTradeSeller,make,manufactured_year,mileage,model,price,seats,transmission,location
236,SUV,147,Used,5.0,1.6,True,Kia,2018.0,16638,Sportage,12385.0,5.0,Manual,Bristol
237,Hatchback,108,Used,3.0,1.0,True,Ford,2018.0,9653,Fiesta,12000.0,5.0,Manual,Bristol
238,Hatchback,113,Used,5.0,1.2,True,Peugeot,2019.0,19508,308,10984.0,5.0,Manual,Bristol
239,SUV,117,Used,5.0,1.2,True,Peugeot,2018.0,7198,3008,16490.0,5.0,Manual,Bristol
240,SUV,169,Used,5.0,1.6,True,Mercedes-Benz,2019.0,19311,GLA Class,19147.0,5.0,Automatic,Bristol
241,Saloon,135,Used,4.0,2.0,True,Mazda,2018.0,12878,Mazda6,15150.0,5.0,Manual,Bristol
242,Hatchback,124,Nearly New,5.0,1.2,True,Suzuki,2019.0,5042,Swift,9950.0,5.0,Manual,Bristol
243,Coupe,277,Used,2.0,5.0,True,Ford,2019.0,13694,Mustang,34750.0,4.0,Manual,Bristol
244,Hatchback,115,Used,3.0,1.4,True,Audi,2018.0,10192,A1,13154.0,4.0,Manual,Bristol
246,SUV,147,Used,5.0,1.6,True,Hyundai,2018.0,18245,Tucson,13898.0,5.0,Manual,Bristol
247,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,23072,AYGO,8295.0,4.0,Manual,Bristol
248,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,17006,Focus,12650.0,5.0,Manual,Bristol
249,Hatchback,148,Used,5.0,1.25,True,Kia,2019.0,6516,Picanto,10675.0,5.0,Automatic,Bristol
250,SUV,164,Used,5.0,1.5,True,Ford,2018.0,25178,Kuga,13265.0,5.0,Manual,Bristol
251,SUV,147,Used,5.0,1.6,True,Hyundai,2018.0,12644,Tucson,14200.0,5.0,Manual,Bristol
252,SUV,119,Used,5.0,1.0,True,SEAT,2018.0,28177,Ateca,13394.0,5.0,Manual,Bristol
253,SUV,149,Used,5.0,1.6,True,Dacia,2018.0,8441,Duster,11830.0,5.0,Manual,Bristol
254,SUV,154,Used,5.0,1.3,True,Nissan,2019.0,18676,Qashqai,15950.0,5.0,Manual,Bristol
255,Hatchback,128,Used,5.0,1.4,True,Vauxhall,2018.0,14722,Astra,11598.0,5.0,Manual,Bristol
256,Hatchback,102,Used,3.0,1.0,True,Ford,2018.0,8000,Fiesta,11990.0,5.0,Manual,Bristol
257,Hatchback,109,Used,5.0,1.2,True,Peugeot,2018.0,1890,208,9795.0,5.0,Manual,Bristol
258,Hatchback,120,Used,5.0,1.4,True,Vauxhall,2018.0,28968,Corsa,7495.0,5.0,Manual,Bristol
259,SUV,168,Used,5.0,1.6,True,Nissan,2018.0,18636,Juke,14490.0,5.0,Manual,Bristol
260,Hatchback,121,Used,5.0,1.5,True,Ford,2019.0,2735,Focus,17800.0,5.0,Manual,Bristol
261,Hatchback,113,Used,5.0,1.2,True,Peugeot,2019.0,5341,308,13790.0,5.0,Manual,Bristol
262,Estate,120,Used,5.0,1.2,True,Renault,2018.0,12400,Megane,12350.0,5.0,Manual,Bristol
263,Hatchback,110,Used,3.0,1.4,True,Vauxhall,2018.0,10477,Corsa,9273.0,5.0,Automatic,Bristol
264,SUV,132,Nearly New,5.0,1.2,True,Peugeot,2020.0,230,2008,21990.0,5.0,Manual,Bristol
265,Hatchback,151,Used,5.0,1.6,True,Vauxhall,2018.0,14100,Astra,13590.0,5.0,Manual,Bristol
266,Hatchback,119,Used,5.0,2.0,True,Mazda,2018.0,18000,Mazda3,11795.0,5.0,Manual,Bristol
267,Hatchback,128,Used,5.0,1.5,True,Honda,2019.0,12096,Civic,15499.0,5.0,Manual,Bristol
268,Hatchback,159,Nearly New,5.0,2.0,True,Volkswagen,2019.0,1880,Polo,19990.0,5.0,Automatic,Bristol
269,Hatchback,109,Used,5.0,1.2,True,Peugeot,2018.0,1890,208,9795.0,5.0,Manual,Bristol
270,SUV,120,Used,5.0,1.0,True,SEAT,2018.0,18837,Ateca,14698.0,5.0,Manual,Bristol
271,Hatchback,108,Used,5.0,1.0,True,Ford,2018.0,42332,Focus,10295.0,5.0,Manual,Bristol
272,Hatchback,114,Used,5.0,1.2,True,Ford,2019.0,4172,Ka+,9300.0,5.0,Manual,Bristol
273,Hatchback,108,Used,5.0,1.0,True,Volkswagen,2018.0,28923,Polo,10165.0,5.0,Manual,Bristol
274,SUV,149,Nearly New,5.0,1.3,True,Dacia,2019.0,10,Duster,13500.0,5.0,Manual,Bristol
275,SUV,123,Used,5.0,1.6,True,Suzuki,2018.0,12000,Vitara,10674.0,5.0,Manual,Bristol
276,Hatchback,111,Used,5.0,1.5,True,Mazda,2019.0,3307,Mazda2,10495.0,5.0,Manual,Bristol
277,Hatchback,95,Used,5.0,1.0,True,Toyota,2018.0,14908,AYGO,6995.0,4.0,Manual,Bristol
278,Hatchback,117,Nearly New,5.0,2.0,True,Mazda,2019.0,816,Mazda3,17890.0,5.0,Manual,Bristol
279,Hatchback,115,Used,3.0,1.0,True,Kia,2018.0,12767,ProCeed,11997.0,5.0,Manual,Bristol
280,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,6933,Kona,14995.0,5.0,Manual,Bristol
281,SUV,118,Used,5.0,1.2,True,Citroen,2019.0,17894,C3 Aircross,10490.0,5.0,Manual,Bristol
282,SUV,155,Used,5.0,1.5,True,MG,2018.0,14500,MG ZS,11490.0,5.0,Manual,Bristol
283,SUV,147,Used,5.0,1.6,True,Hyundai,2018.0,25295,Tucson,13995.0,5.0,Manual,Bristol
284,Hatchback,136,Used,5.0,1.5,True,Ford,2018.0,24729,Fiesta,15485.0,5.0,Manual,Bristol
285,Hatchback,115,Nearly New,5.0,1.5,True,Volkswagen,2019.0,5464,Golf,16985.0,5.0,Manual,Bristol
286,SUV,152,Used,5.0,1.6,True,Kia,2018.0,2273,Soul,11720.0,5.0,Manual,Bristol
287,Estate,163,Used,5.0,1.5,True,Mercedes-Benz,2019.0,11708,C Class,24331.0,5.0,Automatic,Bristol
288,MPV,130,Used,5.0,1.4,True,Kia,2018.0,10700,Venga,9088.0,5.0,Manual,Bristol
289,Coupe,140,Used,2.0,1.5,True,BMW,2018.0,5475,2 Series,16325.0,4.0,Manual,Bristol
290,SUV,168,Used,5.0,2.0,True,Mazda,2019.0,9821,CX-5,19850.0,5.0,Manual,Bristol
291,SUV,145,Used,5.0,1.5,True,Ford,2018.0,14483,Kuga,17000.0,5.0,Manual,Bristol
292,Hatchback,136,Used,3.0,1.5,True,Ford,2019.0,9641,Fiesta,16395.0,5.0,Manual,Bristol
293,Hatchback,117,Used,5.0,1.0,True,Hyundai,2018.0,15207,i10,7895.0,5.0,Manual,Bristol
294,Hatchback,122,Used,3.0,1.2,True,Fiat,2018.0,5458,500,9265.0,4.0,Manual,Bristol
295,Hatchback,115,Used,5.0,1.5,True,SKODA,2018.0,28797,Octavia,13325.0,5.0,Manual,Bristol
296,Hatchback,108,Nearly New,5.0,1.0,True,Ford,2019.0,6090,Fiesta,15000.0,5.0,Manual,Bristol
297,Hatchback,120,Used,5.0,1.4,True,SEAT,2018.0,25643,Leon,12322.0,5.0,Manual,Bristol
298,Hatchback,99,Used,5.0,1.0,True,Ford,2018.0,30477,Fiesta,8750.0,5.0,Manual,Bristol
299,Hatchback,119,Used,5.0,1.4,True,Volkswagen,2018.0,22871,Golf,14690.0,5.0,Automatic,Bristol
300,SUV,169,Used,5.0,1.6,True,Mercedes-Benz,2019.0,9140,GLA Class,20299.0,5.0,Automatic,Bristol
301,Hatchback,136,Nearly New,3.0,1.5,True,Ford,2019.0,7224,Fiesta,18495.0,5.0,Manual,Bristol
302,Hatchback,101,Used,5.0,1.0,True,SKODA,2018.0,11536,Fabia,10945.0,5.0,Manual,Bristol
303,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,23072,AYGO,8295.0,4.0,Manual,Bristol
304,Hatchback,114,Used,5.0,1.5,True,Volkswagen,2018.0,8322,Golf,19775.0,5.0,Automatic,Bristol
305,Hatchback,127,Nearly New,5.0,1.2,True,Mitsubishi,2020.0,206,Mirage,12991.0,5.0,Automatic,Bristol
307,Hatchback,127,Nearly New,5.0,1.2,True,Peugeot,2020.0,2132,208,19490.0,5.0,Automatic,Bristol
308,Hatchback,143,Nearly New,5.0,2.0,True,Volkswagen,2020.0,2500,Golf,33000.0,5.0,Automatic,Bristol
309,Coupe,163,Used,2.0,3.0,True,BMW,2018.0,28261,2 Series,21745.0,4.0,Automatic,Bristol
310,Hatchback,118,Used,5.0,1.0,True,Ford,2018.0,6000,Fiesta,13000.0,5.0,Automatic,Bristol
311,Hatchback,108,Nearly New,5.0,1.0,True,Volkswagen,2019.0,5000,Polo,13000.0,5.0,Manual,Bristol
312,Hatchback,122,Used,5.0,1.0,True,Kia,2019.0,9600,Ceed,12990.0,5.0,Manual,Bristol
313,Hatchback,109,Used,5.0,1.2,True,Citroen,2018.0,3842,C3,9195.0,5.0,Manual,Bristol
314,Hatchback,136,Used,3.0,1.5,True,Ford,2019.0,16930,Fiesta,15385.0,5.0,Manual,Bristol
315,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,18437,Focus,11840.0,5.0,Manual,Bristol
316,Hatchback,143,Nearly New,5.0,2.0,True,Volkswagen,2020.0,2500,Golf,33000.0,5.0,Automatic,Bristol
317,Saloon,171,Used,4.0,2.0,True,Jaguar,2018.0,7197,XE,24000.0,5.0,Automatic,Bristol
318,Hatchback,109,Used,5.0,1.2,True,Citroen,2018.0,3842,C3,9195.0,5.0,Manual,Bristol
319,Hatchback,97,Used,3.0,1.0,True,Ford,2018.0,14718,Fiesta,8900.0,5.0,Manual,Bristol
320,Hatchback,136,Nearly New,5.0,1.0,True,Kia,2019.0,2485,Ceed,16995.0,5.0,Manual,Bristol
321,Coupe,163,Used,2.0,3.0,True,BMW,2018.0,28261,2 Series,21745.0,4.0,Automatic,Bristol
322,Hatchback,108,Nearly New,5.0,1.0,True,Volkswagen,2019.0,5000,Polo,13000.0,5.0,Manual,Bristol
323,Hatchback,127,Nearly New,5.0,1.2,True,Peugeot,2020.0,2132,208,19490.0,5.0,Automatic,Bristol
324,Hatchback,129,Nearly New,5.0,1.5,True,Volvo,2019.0,8284,V40,15900.0,5.0,Automatic,Bristol
325,SUV,147,Used,5.0,1.6,True,Hyundai,2018.0,25295,Tucson,13995.0,5.0,Manual,Bristol
326,Hatchback,136,Nearly New,5.0,2.0,True,Audi,2019.0,4500,A1,22000.0,5.0,Automatic,Bristol
327,Hatchback,126,Used,5.0,1.5,True,Ford,2019.0,3849,Focus,19000.0,5.0,Manual,Bristol
328,Hatchback,161,Used,5.0,1.8,True,Renault,2018.0,16944,Megane,22500.0,5.0,Manual,Bristol
329,SUV,144,Used,5.0,1.6,True,Mercedes-Benz,2018.0,7917,GLA Class,19599.0,5.0,Automatic,Bristol
330,SUV,155,Used,5.0,1.6,True,Mitsubishi,2019.0,13133,ASX,13791.0,5.0,Manual,Bristol
331,Hatchback,103,Nearly New,5.0,2.0,True,Mazda,2019.0,3551,Mazda3,21995.0,5.0,Manual,Bristol
332,SUV,120,Used,5.0,1.2,True,Peugeot,2018.0,18369,3008,18985.0,5.0,Automatic,Bristol
333,Estate,202,Nearly New,5.0,2.0,True,Volvo,2020.0,2100,V90 Cross Country,34900.0,5.0,Automatic,Bristol
334,SUV,134,Used,5.0,2.0,True,BMW,2018.0,6295,X2,25000.0,5.0,Automatic,Bristol
335,Hatchback,123,Used,5.0,1.5,True,BMW,2018.0,17877,1 Series,13365.0,5.0,Manual,Bristol
336,Hatchback,137,Used,5.0,1.5,True,Honda,2018.0,11411,Civic,18000.0,5.0,Automatic,Bristol
337,Hatchback,119,Nearly New,5.0,2.0,True,MINI,2019.0,2182,Hatch,17750.0,5.0,Automatic,Bristol
338,SUV,115,Used,5.0,1.2,True,Citroen,2018.0,14315,C3 Aircross,11298.0,5.0,Manual,Bristol
339,SUV,115,Used,5.0,1.0,True,Kia,2018.0,36219,Stonic,11933.0,5.0,Manual,Bristol
340,Hatchback,112,Used,5.0,1.5,True,Toyota,2019.0,679,Yaris,13495.0,5.0,Automatic,Bristol
341,Hatchback,126,Used,5.0,1.2,True,Hyundai,2018.0,9114,i20,10325.0,5.0,Manual,Bristol
342,Hatchback,85,Nearly New,5.0,1.0,True,Citroen,2019.0,398,C1,9190.0,4.0,Manual,Bristol
343,Hatchback,93,Nearly New,5.0,1.0,True,Toyota,2019.0,5485,AYGO,8995.0,4.0,Manual,Bristol
344,MPV,133,Used,5.0,1.0,True,Ford,2018.0,5113,Grand C-Max,14000.0,7.0,Manual,Bristol
345,Hatchback,149,Used,5.0,2.0,True,SEAT,2018.0,13239,Leon,21398.0,5.0,Automatic,Bristol
346,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,29980,Focus,11616.0,5.0,Manual,Bristol
347,SUV,110,Used,5.0,1.2,True,Peugeot,2018.0,7121,2008,13190.0,5.0,Automatic,Bristol
348,Hatchback,126,Used,5.0,1.0,True,Hyundai,2018.0,11302,i30,11945.0,5.0,Manual,Bristol
349,Hatchback,111,Used,5.0,1.5,True,Mazda,2019.0,2946,Mazda2,12850.0,5.0,Manual,Bristol
350,Hatchback,127,Used,5.0,1.5,True,Ford,2018.0,12581,Focus,13000.0,5.0,Manual,Bristol
351,Hatchback,116,Used,5.0,1.5,True,Toyota,2019.0,10995,Yaris,11295.0,5.0,Manual,Bristol
352,Hatchback,129,Used,5.0,2.0,True,Mazda,2018.0,10151,Mazda3,13990.0,5.0,Automatic,Bristol
353,SUV,184,Used,5.0,2.0,True,Volvo,2019.0,4858,XC90,38800.0,7.0,Automatic,Bristol
354,Estate,160,Used,5.0,2.0,True,Volvo,2019.0,6939,V90,27749.0,5.0,Automatic,Bristol
355,SUV,165,Nearly New,5.0,2.0,True,Volvo,2019.0,4445,XC60,34900.0,5.0,Automatic,Bristol
356,SUV,188,Used,5.0,3.0,True,BMW,2018.0,12727,X3,34750.0,5.0,Automatic,Bristol
357,Hatchback,113,Used,5.0,1.2,True,Peugeot,2019.0,16834,308,11100.0,5.0,Manual,Bristol
358,Hatchback,85,Nearly New,5.0,1.0,True,Citroen,2019.0,398,C1,9190.0,4.0,Manual,Bristol
359,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,22546,Focus,11040.0,5.0,Manual,Bristol
360,Hatchback,93,Nearly New,5.0,1.0,True,Toyota,2019.0,5485,AYGO,8995.0,4.0,Manual,Bristol
361,Hatchback,137,Used,5.0,1.5,True,Honda,2018.0,11411,Civic,18000.0,5.0,Automatic,Bristol
362,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,19966,Focus,11030.0,5.0,Manual,Bristol
363,Hatchback,119,Nearly New,5.0,2.0,True,MINI,2019.0,2182,Hatch,17750.0,5.0,Automatic,Bristol
364,Hatchback,136,Nearly New,5.0,1.0,True,Kia,2019.0,2485,Ceed,16995.0,5.0,Manual,Bristol
365,Hatchback,149,Used,5.0,2.0,True,SEAT,2018.0,13239,Leon,21398.0,5.0,Automatic,Bristol
366,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,29980,Focus,11616.0,5.0,Manual,Bristol
367,SUV,115,Used,5.0,1.2,True,Citroen,2018.0,14315,C3 Aircross,11298.0,5.0,Manual,Bristol
368,SUV,117,Used,5.0,1.2,True,Vauxhall,2018.0,855,Crossland X,11050.0,5.0,Manual,Bristol
369,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,9505,Kona,12995.0,5.0,Manual,Bristol
370,Convertible,144,Used,2.0,2.0,True,BMW,2018.0,20953,4 Series,20798.0,4.0,Automatic,Bristol
371,Hatchback,159,Used,5.0,2.0,True,Ford,2018.0,6173,Focus,19734.0,5.0,Manual,Bristol
372,Estate,137,Nearly New,5.0,2.0,True,Audi,2019.0,7500,A4 Avant,28000.0,5.0,Automatic,Bristol
373,Saloon,141,Used,4.0,1.6,True,Mercedes-Benz,2019.0,9779,C Class,24000.0,5.0,Automatic,Bristol
374,Estate,158,Nearly New,5.0,2.0,True,Volvo,2020.0,5,V90,29000.0,5.0,Automatic,Bristol
375,Hatchback,141,Nearly New,5.0,0.9,True,Dacia,2020.0,5,Sandero Stepway,9100.0,5.0,Manual,Bristol
376,Saloon,134,Used,4.0,2.0,True,BMW,2018.0,16000,3 Series,24000.0,5.0,Automatic,Bristol
377,SUV,161,Used,5.0,2.0,True,Mazda,2019.0,3128,CX-3,17850.0,5.0,Automatic,Bristol
378,Hatchback,125,Used,5.0,1.0,True,Ford,2018.0,3778,Focus,14675.0,5.0,Automatic,Bristol
379,MPV,129,Used,5.0,1.6,True,Mercedes-Benz,2018.0,4539,B Class,17800.0,5.0,Automatic,Bristol
380,Hatchback,116,Nearly New,5.0,1.5,True,Volkswagen,2019.0,9475,Golf,18645.0,5.0,Automatic,Bristol
381,Estate,173,Used,5.0,2.0,True,Volvo,2019.0,6850,V90,26498.0,5.0,Automatic,Bristol
382,Hatchback,131,Used,3.0,1.5,False,MINI,2019.0,2885,Hatch,15000.0,4.0,Manual,Bristol
383,SUV,161,Used,5.0,2.0,True,Alfa Romeo,2018.0,11204,Stelvio,27990.0,5.0,Automatic,Bristol
384,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,23072,AYGO,8295.0,4.0,Manual,Bristol
385,Hatchback,111,Nearly New,5.0,1.2,True,Citroen,2019.0,3465,C3,12880.0,5.0,Automatic,Bristol
386,Estate,156,Used,5.0,2.5,True,Mazda,2019.0,7033,Mazda6,21500.0,5.0,Automatic,Bristol
387,Hatchback,101,Nearly New,5.0,1.0,True,Volkswagen,2020.0,2500,up!,14500.0,4.0,Manual,Bristol
388,Hatchback,123,Used,5.0,1.3,True,Mercedes-Benz,2019.0,9075,A Class,18750.0,5.0,Manual,Bristol
389,SUV,177,Used,5.0,1.6,True,Mercedes-Benz,2019.0,14573,GLA Class,21990.0,5.0,Automatic,Bristol
390,Saloon,135,Used,4.0,2.0,True,Audi,2019.0,7446,A4,24000.0,5.0,Automatic,Bristol
391,Saloon,153,Nearly New,4.0,2.0,True,Mercedes-Benz,2019.0,2895,C Class,25000.0,5.0,Automatic,Bristol
392,Saloon,136,Used,4.0,1.8,True,Volkswagen,2018.0,12724,Passat,19225.0,5.0,Automatic,Bristol
394,Hatchback,168,Used,5.0,3.0,True,BMW,2019.0,7900,1 Series,24500.0,5.0,Automatic,Bristol
395,Coupe,184,Used,4.0,3.0,True,Mercedes-Benz,2018.0,10097,CLS,41000.0,5.0,Automatic,Bristol
396,Hatchback,112,Used,5.0,1.5,True,Toyota,2019.0,679,Yaris,13495.0,5.0,Automatic,Bristol
397,Hatchback,180,Used,5.0,2.0,True,Volkswagen,2018.0,10731,Golf,23990.0,5.0,Manual,Bristol
398,Hatchback,108,Used,5.0,1.0,True,SEAT,2018.0,48000,Ibiza,10557.0,5.0,Manual,Bristol
399,Coupe,140,Used,2.0,1.5,True,Mercedes-Benz,2018.0,12500,C Class,25500.0,4.0,Automatic,Bristol
400,Hatchback,158,Nearly New,5.0,2.0,True,Audi,2019.0,2100,A1,22000.0,5.0,Automatic,Bristol
401,Hatchback,138,Nearly New,5.0,2.0,True,Volkswagen,2019.0,2500,Polo,20500.0,5.0,Automatic,Bristol
402,Hatchback,117,Used,5.0,1.5,True,Audi,2019.0,9000,A1,21000.0,5.0,Automatic,Bristol
403,Coupe,144,Used,2.0,2.0,True,Audi,2018.0,12689,A5,24385.0,4.0,Automatic,Bristol
404,Hatchback,163,Used,5.0,2.0,True,Volkswagen,2018.0,21624,Golf,23475.0,5.0,Automatic,Bristol
405,SUV,181,Used,5.0,1.6,True,Nissan,2018.0,9411,Juke,13070.0,5.0,Automatic,Bristol
406,SUV,155,Used,5.0,2.0,True,Mercedes-Benz,2018.0,20903,GLA Class,23998.0,5.0,Automatic,Bristol
407,Saloon,124,Nearly New,4.0,1.3,True,Mercedes-Benz,2019.0,100,A Class,22500.0,5.0,Manual,Bristol
408,Hatchback,114,Used,5.0,0.9,True,Renault,2019.0,11478,Clio,9400.0,5.0,Manual,Bristol
409,Saloon,198,Nearly New,4.0,3.0,True,BMW,2019.0,8300,M3,68990.0,5.0,Automatic,Bristol
410,SUV,125,Used,5.0,1.0,True,Hyundai,2018.0,6933,Kona,14995.0,5.0,Manual,Bristol
411,SUV,149,Used,5.0,1.6,True,Dacia,2018.0,30429,Duster,11200.0,5.0,Manual,Bristol
412,Hatchback,113,Used,5.0,1.5,True,Volkswagen,2019.0,7928,Golf,15218.0,5.0,Manual,Bristol
413,Estate,130,Nearly New,5.0,1.4,True,Kia,2019.0,8921,ProCeed,17998.0,5.0,Manual,Bristol
414,Saloon,107,Nearly New,4.0,1.0,True,Honda,2020.0,50,Civic,18895.0,5.0,Automatic,Bristol
415,Hatchback,112,Used,5.0,1.0,True,Ford,2018.0,16165,Focus,12900.0,5.0,Manual,Bristol
416,Coupe,160,Used,2.0,2.0,True,Mercedes-Benz,2018.0,9624,E Class,31500.0,4.0,Automatic,Bristol
417,Hatchback,178,Nearly New,5.0,2.0,True,Honda,2019.0,2245,Civic,31993.0,4.0,Manual,Bristol
418,Hatchback,162,Used,3.0,2.0,False,Audi,2018.0,14500,S1,20000.0,4.0,Manual,Bristol
419,Saloon,155,Used,4.0,2.0,True,Volvo,2019.0,8290,S90,23555.0,5.0,Automatic,Bristol
420,Estate,157,Used,5.0,2.0,True,Volvo,2019.0,10267,V60,25200.0,5.0,Automatic,Bristol
421,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,23072,AYGO,8295.0,4.0,Manual,Bristol
422,Estate,256,Used,5.0,4.0,True,Mercedes-Benz,2019.0,7500,C Class,57990.0,5.0,Automatic,Bristol
423,Hatchback,115,Used,5.0,1.0,True,Audi,2018.0,16335,A1,13068.0,5.0,Manual,Bristol
424,Saloon,124,Nearly New,4.0,1.3,True,Mercedes-Benz,2019.0,100,A Class,22500.0,5.0,Manual,Bristol
425,Saloon,146,Used,4.0,2.0,True,Mazda,2018.0,1364,Mazda6,18425.0,5.0,Manual,Bristol
426,SUV,129,Used,5.0,1.6,True,Peugeot,2018.0,16553,3008,19990.0,5.0,Automatic,Bristol
427,SUV,138,Used,5.0,1.2,True,Dacia,2018.0,16215,Duster,10885.0,5.0,Manual,Bristol
428,Hatchback,117,Nearly New,5.0,1.5,True,Audi,2020.0,5000,A1,23000.0,5.0,Automatic,Bristol
429,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,23072,AYGO,8295.0,4.0,Manual,Bristol
430,MPV,159,Used,5.0,1.6,True,Hyundai,2018.0,10166,ix20,12150.0,5.0,Automatic,Bristol
431,Estate,155,Nearly New,5.0,2.0,True,Mercedes-Benz,2019.0,7000,C Class,26990.0,5.0,Automatic,Bristol
432,Hatchback,111,Nearly New,5.0,1.3,True,Honda,2019.0,565,Jazz,16970.0,5.0,Automatic,Bristol
433,Hatchback,148,Used,5.0,1.25,True,Kia,2019.0,6798,Picanto,9699.0,5.0,Automatic,Bristol
434,SUV,145,Nearly New,5.0,2.0,True,Mazda,2019.0,3218,CX-5,25450.0,5.0,Manual,Bristol
435,Hatchback,112,Nearly New,5.0,1.0,True,Audi,2019.0,5000,A1,20000.0,5.0,Automatic,Bristol
436,Hatchback,94,Nearly New,5.0,1.5,True,Mazda,2019.0,2947,Mazda2,14000.0,5.0,Manual,Bristol
437,Hatchback,112,Used,5.0,1.5,True,Toyota,2019.0,679,Yaris,13495.0,5.0,Automatic,Bristol
438,SUV,122,Used,5.0,1.5,True,Honda,2018.0,10072,HR-V,16993.0,5.0,Automatic,Bristol
439,SUV,128,Nearly New,5.0,2.0,True,Mazda,2019.0,1840,CX-30,28750.0,5.0,Automatic,Bristol
440,Hatchback,129,Used,5.0,2.0,True,Mazda,2018.0,10675,Mazda3,15250.0,5.0,Automatic,Bristol
441,Estate,148,Nearly New,5.0,2.0,True,Mazda,2019.0,6201,Mazda6,20600.0,5.0,Manual,Bristol
442,Convertible,137,Used,2.0,2.0,True,Audi,2018.0,15596,A5 Cabriolet,25000.0,4.0,Manual,Bristol
443,Hatchback,107,Nearly New,5.0,1.0,True,Audi,2020.0,3500,A1,21000.0,5.0,Manual,Bristol
444,Hatchback,119,Nearly New,5.0,1.5,True,Volkswagen,2019.0,2500,Golf,22500.0,5.0,Manual,Bristol
445,Convertible,140,Used,2.0,2.0,True,Audi,2019.0,8200,A5 Cabriolet,27000.0,4.0,Manual,Bristol
446,Saloon,129,Used,4.0,2.0,True,BMW,2019.0,2836,3 Series,25990.0,5.0,Automatic,Bristol
447,Hatchback,133,Used,5.0,1.5,True,Volvo,2018.0,11788,V40,16000.0,5.0,Automatic,Bristol
448,Estate,135,Used,5.0,2.0,True,Volvo,2018.0,55577,V60,14000.0,5.0,Manual,Bristol
449,Hatchback,112,Used,5.0,1.5,True,Toyota,2019.0,679,Yaris,13495.0,5.0,Automatic,Bristol
450,SUV,117,Used,5.0,1.0,True,Volkswagen,2018.0,19300,T-Roc,17750.0,5.0,Manual,Bristol
451,Convertible,118,Used,2.0,1.5,True,MINI,2018.0,26829,Convertible,15000.0,4.0,Automatic,Bristol
452,SUV,170,Nearly New,5.0,2.0,True,Mercedes-Benz,2019.0,5010,GLC Class,33750.0,5.0,Automatic,Bristol
453,SUV,161,Used,5.0,2.0,True,Mazda,2019.0,4039,CX-3,17000.0,5.0,Automatic,Bristol
454,SUV,160,Nearly New,5.0,2.0,True,Volvo,2019.0,3623,XC60,32000.0,5.0,Automatic,Bristol
455,SUV,144,Nearly New,5.0,1.3,True,Nissan,2019.0,5998,X-Trail,21990.0,5.0,Automatic,Bristol
456,SUV,163,Used,5.0,1.4,True,Volkswagen,2018.0,16000,Tiguan,23750.0,5.0,Automatic,Bristol
457,Saloon,136,Used,4.0,1.5,True,Mercedes-Benz,2019.0,13359,C Class,25000.0,5.0,Automatic,Bristol
458,Saloon,140,Used,4.0,1.5,True,Mercedes-Benz,2019.0,14553,C Class,20000.0,5.0,Automatic,Bristol
459,Hatchback,131,Used,5.0,1.6,True,Peugeot,2019.0,11483,508,22500.0,5.0,Automatic,Bristol
460,SUV,188,Nearly New,5.0,2.0,True,Volvo,2020.0,991,XC60,42770.0,5.0,Automatic,Bristol
461,Hatchback,127,Used,5.0,1.0,True,Ford,2019.0,3711,Fiesta,17515.0,5.0,Automatic,Bristol
462,SUV,124,Used,5.0,1.4,True,SEAT,2019.0,19011,Ateca,17700.0,5.0,Automatic,Bristol
463,Estate,183,Used,5.0,2.0,True,Volvo,2018.0,14530,V90 Cross Country,27500.0,5.0,Automatic,Bristol
464,Hatchback,93,Used,5.0,1.0,True,Toyota,2018.0,23072,AYGO,8295.0,4.0,Manual,Bristol
466,SUV,119,Used,5.0,1.0,True,Ford,2019.0,9925,EcoSport,15950.0,5.0,Manual,Bristol
467,SUV,147,Used,5.0,1.6,True,Hyundai,2018.0,10617,Tucson,14212.0,5.0,Manual,Bristol
469,Hatchback,112,Used,5.0,1.5,True,Toyota,2019.0,679,Yaris,13495.0,5.0,Automatic,Bristol
470,Coupe,162,Used,4.0,2.0,True,Mercedes-Benz,2018.0,7480,CLA Class,31475.0,5.0,Automatic,Bristol
471,SUV,132,Nearly New,5.0,1.5,True,Audi,2019.0,4500,Q3,25000.0,5.0,Manual,Bristol
472,Coupe,217,Nearly New,2.0,3.0,True,Mercedes-Benz,2019.0,3424,C Class,43500.0,4.0,Automatic,Bristol
473,SUV,135,Used,5.0,1.2,True,Toyota,2018.0,22343,C-HR,14995.0,5.0,Manual,Bristol
474,MPV,133,Used,5.0,1.4,True,Volkswagen,2018.0,3590,Touran,20900.0,7.0,Manual,Bristol
